

Ente;Candidato;Liste/Gruppi;Voti lista;;
CANNALONGA;;FRATELLI D'ITALIA CON GIORGIA MELONI;7;;
CANNALONGA;;NOI CON L'ITALIA - UDC;4;;
CANNALONGA;MAIESE FRANCESCO;PARTITO VALORE UMANO;62;;
CANNALONGA;BOFFA MARIA ANTONIETTA;LIBERI E UGUALI;15;;
CANNALONGA;LUONGO SALVATORE;CASAPOUND ITALIA;4;;
CANNALONGA;CARAFFA CLAUDIO;POTERE AL POPOLO!;3;;
CANNALONGA;CERSOSIMO RICCARDO MARIA ANTONIO BIAGIO;IL POPOLO DELLA FAMIGLIA;2;;
CANNALONGA;LORENZI RICCARDO;PARTITO COMUNISTA;2;;
CANNALONGA;MANDARINO ERMANNO;ITALIA AGLI ITALIANI;1;;
CANNALONGA;ANCESCHI SABRINA;PER UNA SINISTRA RIVOLUZIONARIA;1;;
CANNALONGA;PLAITANO FRANCESCO;PARTITO REPUBBLICANO ITALIANO - ALA;1;;
CAPACCIO PAESTUM;SPINELLI COSTABILE;FORZA ITALIA;2886;;
CAPACCIO PAESTUM;;LEGA;930;;
