

Ente;Liste/Gruppi;Voti;
VIETRI SUL MARE;LEGA SALVINI PREMIER;883;;
VIETRI SUL MARE;FORZA ITALIA;536;;
VIETRI SUL MARE;FRATELLI D'ITALIA;317;;
VIETRI SUL MARE;EUROPA VERDE;176;;
VIETRI SUL MARE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;119;;
VIETRI SUL MARE;LA SINISTRA;97;;
VIETRI SUL MARE;PARTITO ANIMALISTA;48;;
VIETRI SUL MARE;PARTITO COMUNISTA;46;;
VIETRI SUL MARE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;17;;
VIETRI SUL MARE;POPOLARI PER L'ITALIA;11;;
VIETRI SUL MARE;CASAPOUND ITALIA - DESTRE UNITE;9;;
VIETRI SUL MARE;FORZA NUOVA;8;;
VIETRI SUL MARE;PARTITO PIRATA;8;;
