

Ente;Candidato;Liste/Gruppi;Voti lista;;
CASTELFRANCO IN MISCANO;PAGLIARULO GERARDO MICHELE;PARTITO VALORE UMANO;3;;
CASTELFRANCO IN MISCANO;DI MARIA ELENA;10 VOLTE MEGLIO;1;;
CASTELFRANCO IN MISCANO;GENZALE GERARDO;CASAPOUND ITALIA;2;;
CASTELFRANCO IN MISCANO;RUSSO STEFANIA;IL POPOLO DELLA FAMIGLIA;2;;
CASTELFRANCO IN MISCANO;GRAZIOSI MARCELLO;LISTA DEL POPOLO PER LA COSTITUZIONE;1;;
CASTELFRANCO IN MISCANO;ZOCCOLINI MARTINA;PARTITO COMUNISTA;0;;
CASTELFRANCO IN MISCANO;IANNUZZELLI ELISENA;POTERE AL POPOLO!;0;;
CASTELNUOVO DI CONZA;MARAIA GENEROSO;MOVIMENTO 5 STELLE;121;;
CASTELNUOVO DI CONZA;GRASSO CARMELA;FORZA ITALIA;52;;
CASTELNUOVO DI CONZA;;FRATELLI D'ITALIA CON GIORGIA MELONI;11;;
CASTELNUOVO DI CONZA;;LEGA;8;;
CASTELNUOVO DI CONZA;;NOI CON L'ITALIA - UDC;5;;
CASTELNUOVO DI CONZA;DE MITA GIUSEPPE;PARTITO DEMOCRATICO;56;;
CASTELNUOVO DI CONZA;;+EUROPA;5;;
CASTELNUOVO DI CONZA;;ITALIA EUROPA INSIEME;4;;
CASTELNUOVO DI CONZA;;CIVICA POPOLARE LORENZIN;0;;
CASTELNUOVO DI CONZA;IANNUZZELLI ELISENA;POTERE AL POPOLO!;6;;
CASTELNUOVO DI CONZA;COSENZA COSIMINA;ITALIA AGLI ITALIANI;4;;
CASTELNUOVO DI CONZA;PAGLIARULO GERARDO MICHELE;PARTITO VALORE UMANO;2;;
CASTELNUOVO DI CONZA;CAGGIANO ANTONIO EMILIO;LIBERI E UGUALI;1;;
CASTELNUOVO DI CONZA;ZOCCOLINI MARTINA;PARTITO COMUNISTA;1;;
CASTELNUOVO DI CONZA;DI MARIA ELENA;10 VOLTE MEGLIO;0;;
CASTELNUOVO DI CONZA;GENZALE GERARDO;CASAPOUND ITALIA;0;;
CASTELNUOVO DI CONZA;RUSSO STEFANIA;IL POPOLO DELLA FAMIGLIA;0;;
CASTELNUOVO DI CONZA;GRAZIOSI MARCELLO;LISTA DEL POPOLO PER LA COSTITUZIONE;0;;
CASTELVETERE IN VAL FORTORE;GRASSO CARMELA;FORZA ITALIA;210;;
CASTELVETERE IN VAL FORTORE;;LEGA;76;;
CASTELVETERE IN VAL FORTORE;;FRATELLI D'ITALIA CON GIORGIA MELONI;24;;
CASTELVETERE IN VAL FORTORE;;NOI CON L'ITALIA - UDC;17;;
CASTELVETERE IN VAL FORTORE;MARAIA GENEROSO;MOVIMENTO 5 STELLE;201;;
CASTELVETERE IN VAL FORTORE;DE MITA GIUSEPPE;PARTITO DEMOCRATICO;68;;
CASTELVETERE IN VAL FORTORE;;CIVICA POPOLARE LORENZIN;4;;
CASTELVETERE IN VAL FORTORE;;+EUROPA;2;;
